lable,NumberOfDivision
207.0,5.0
208.0,29.0
209.0,NaN
212.0,NaN
213.0,NaN
214.0,NaN
215.0,6.0
216.0,2.0
217.0,NaN
218.0,53.0
219.0,59.0
220.0,166.0
223.0,NaN
224.0,93.0
225.0,72.0
226.0,NaN
227.0,6.0
228.0,NaN
229.0,19.0
230.0,NaN
233.0,NaN
235.0,15.0
236.0,8.0
237.0,43.0
239.0,19.0
240.0,33.0
241.0,2.0
242.0,NaN
243.0,NaN
246.0,33.0
247.0,4.0
248.0,NaN
249.0,6.0
250.0,5.0
251.0,NaN
253.0,NaN
255.0,2.0
256.0,NaN
257.0,4.0
258.0,2.0
259.0,NaN
260.0,NaN
261.0,4.0
262.0,NaN
263.0,2.0
264.0,NaN
265.0,NaN
266.0,19.0
267.0,12.0
268.0,48.0
269.0,6.0
270.0,NaN
271.0,NaN
272.0,NaN
274.0,44.0
275.0,10.0
277.0,5.0
278.0,NaN
279.0,6.0
280.0,NaN
281.0,29.0
282.0,3.0
283.0,NaN
284.0,NaN
285.0,NaN
286.0,3.0
287.0,14.0
288.0,NaN
289.0,23.0
290.0,2.0
293.0,NaN
294.0,36.0
295.0,NaN
296.0,68.0
298.0,4.0
299.0,25.0
300.0,NaN
301.0,NaN
302.0,42.0
303.0,44.0
304.0,130.0
305.0,57.0
307.0,NaN
308.0,NaN
309.0,NaN
310.0,NaN
311.0,4.0
312.0,7.0
314.0,NaN
315.0,NaN
318.0,8.0
319.0,51.0
320.0,36.0
321.0,3.0
322.0,NaN
325.0,92.0
326.0,39.0
327.0,3.0
329.0,6.0
330.0,51.0
331.0,82.0
334.0,80.0
336.0,NaN
339.0,5.0
340.0,58.0
342.0,26.0
344.0,2.0
346.0,NaN
347.0,NaN
349.0,NaN
351.0,3.0
352.0,5.0
353.0,29.0
354.0,18.0
355.0,20.0
358.0,12.0
360.0,30.0
362.0,2.0
363.0,30.0
364.0,2.0
366.0,NaN
368.0,35.0
370.0,3.0
371.0,NaN
372.0,NaN
373.0,20.0
374.0,20.0
375.0,NaN
376.0,4.0
377.0,5.0
380.0,6.0
382.0,6.0
383.0,14.0
384.0,4.0
385.0,NaN
387.0,NaN
388.0,15.0
389.0,NaN
390.0,5.0
391.0,NaN
392.0,23.0
393.0,10.0
394.0,NaN
395.0,NaN
398.0,NaN
400.0,NaN
401.0,NaN
402.0,6.0
403.0,3.0
404.0,6.0
405.0,20.0
406.0,NaN
407.0,18.0
408.0,16.0
410.0,2.0
411.0,6.0
413.0,28.0
414.0,15.0
415.0,71.0
417.0,3.0
418.0,NaN
419.0,NaN
420.0,89.0
422.0,7.0
423.0,12.0
424.0,3.0
425.0,39.0
427.0,26.0
429.0,6.0
431.0,NaN
432.0,2.0
433.0,3.0
434.0,NaN
435.0,NaN
436.0,47.0
437.0,13.0
438.0,8.0
439.0,19.0
440.0,3.0
441.0,5.0
442.0,NaN
443.0,2.0
444.0,NaN
445.0,10.0
446.0,2.0
447.0,39.0
448.0,NaN
449.0,75.0
450.0,46.0
451.0,NaN
452.0,NaN
453.0,17.0
454.0,3.0
455.0,NaN
457.0,3.0
461.0,5.0
462.0,NaN
463.0,57.0
464.0,4.0
465.0,NaN
467.0,4.0
468.0,5.0
470.0,40.0
471.0,NaN
472.0,44.0
473.0,2.0
474.0,NaN
475.0,NaN
476.0,NaN
477.0,38.0
478.0,13.0
479.0,15.0
480.0,NaN
482.0,2.0
483.0,NaN
484.0,NaN
486.0,2.0
487.0,NaN
489.0,NaN
490.0,NaN
491.0,46.0
495.0,NaN
496.0,3.0
497.0,NaN
498.0,22.0
499.0,NaN
500.0,36.0
501.0,NaN
502.0,4.0
503.0,NaN
504.0,2.0
506.0,NaN
508.0,56.0
509.0,NaN
512.0,NaN
513.0,2.0
514.0,3.0
515.0,3.0
516.0,NaN
517.0,NaN
518.0,30.0
519.0,NaN
520.0,7.0
521.0,NaN
522.0,NaN
525.0,8.0
527.0,5.0
529.0,2.0
530.0,NaN
531.0,NaN
532.0,2.0
534.0,NaN
536.0,12.0
537.0,NaN
538.0,101.0
539.0,2.0
540.0,5.0
542.0,NaN
543.0,NaN
544.0,NaN
547.0,6.0
548.0,4.0
551.0,NaN
552.0,9.0
555.0,NaN
556.0,32.0
557.0,13.0
558.0,12.0
559.0,NaN
560.0,2.0
561.0,3.0
562.0,2.0
563.0,NaN
564.0,12.0
565.0,23.0
566.0,NaN
567.0,28.0
568.0,2.0
569.0,22.0
570.0,10.0
573.0,2.0
574.0,6.0
575.0,NaN
576.0,118.0
577.0,54.0
578.0,NaN
580.0,75.0
581.0,NaN
582.0,2.0
583.0,NaN
584.0,NaN
585.0,31.0
586.0,2.0
587.0,20.0
588.0,2.0
589.0,NaN
590.0,NaN
594.0,5.0
595.0,104.0
597.0,NaN
598.0,2.0
599.0,2.0
600.0,6.0
601.0,NaN
602.0,39.0
603.0,NaN
604.0,14.0
605.0,35.0
606.0,2.0
607.0,NaN
609.0,NaN
610.0,64.0
612.0,4.0
613.0,7.0
614.0,20.0
615.0,NaN
616.0,9.0
617.0,5.0
618.0,NaN
619.0,4.0
620.0,2.0
621.0,NaN
623.0,NaN
625.0,10.0
626.0,NaN
627.0,64.0
628.0,NaN
629.0,23.0
630.0,NaN
631.0,9.0
632.0,3.0
633.0,12.0
634.0,6.0
635.0,3.0
637.0,17.0
638.0,12.0
639.0,12.0
640.0,NaN
641.0,4.0
642.0,7.0
643.0,NaN
644.0,NaN
646.0,6.0
648.0,NaN
650.0,8.0
651.0,NaN
652.0,3.0
653.0,NaN
654.0,52.0
655.0,2.0
656.0,NaN
657.0,NaN
658.0,9.0
659.0,3.0
660.0,NaN
663.0,NaN
665.0,5.0
666.0,2.0
667.0,NaN
668.0,NaN
669.0,NaN
670.0,NaN
672.0,NaN
673.0,207.0
677.0,NaN
678.0,2.0
679.0,7.0
680.0,NaN
681.0,NaN
682.0,NaN
683.0,14.0
684.0,27.0
685.0,6.0
686.0,13.0
687.0,9.0
688.0,NaN
689.0,6.0
691.0,7.0
692.0,NaN
693.0,9.0
694.0,NaN
695.0,15.0
697.0,NaN
699.0,29.0
700.0,17.0
702.0,NaN
704.0,59.0
705.0,17.0
706.0,44.0
707.0,2.0
710.0,17.0
711.0,NaN
712.0,NaN
713.0,13.0
714.0,NaN
715.0,NaN
716.0,21.0
717.0,NaN
719.0,NaN
720.0,NaN
725.0,NaN
726.0,3.0
729.0,33.0
730.0,2.0
733.0,NaN
734.0,26.0
735.0,2.0
736.0,31.0
737.0,47.0
739.0,NaN
741.0,13.0
745.0,NaN
747.0,NaN
749.0,2.0
752.0,9.0
753.0,44.0
755.0,2.0
756.0,NaN
757.0,NaN
758.0,127.0
759.0,2.0
762.0,NaN
764.0,NaN
766.0,NaN
767.0,12.0
768.0,NaN
769.0,6.0
770.0,2.0
772.0,NaN
773.0,3.0
774.0,NaN
775.0,42.0
776.0,NaN
777.0,31.0
778.0,106.0
779.0,NaN
780.0,NaN
781.0,NaN
782.0,6.0
784.0,8.0
785.0,4.0
786.0,9.0
787.0,NaN
788.0,27.0
789.0,17.0
793.0,NaN
794.0,13.0
796.0,NaN
798.0,NaN
799.0,NaN
805.0,7.0
806.0,71.0
808.0,NaN
809.0,2.0
810.0,NaN
811.0,7.0
812.0,3.0
813.0,NaN
814.0,18.0
816.0,NaN
817.0,NaN
818.0,18.0
819.0,5.0
820.0,12.0
821.0,5.0
822.0,NaN
823.0,9.0
824.0,NaN
826.0,NaN
828.0,NaN
829.0,NaN
830.0,3.0
831.0,NaN
832.0,3.0
833.0,2.0
834.0,5.0
835.0,NaN
836.0,22.0
837.0,NaN
838.0,NaN
839.0,13.0
841.0,NaN
843.0,NaN
846.0,NaN
848.0,58.0
850.0,10.0
851.0,3.0
852.0,2.0
853.0,NaN
854.0,NaN
855.0,3.0
856.0,29.0
857.0,4.0
858.0,25.0
859.0,7.0
860.0,NaN
862.0,6.0
863.0,NaN
864.0,13.0
867.0,NaN
871.0,6.0
872.0,NaN
873.0,3.0
874.0,3.0
877.0,3.0
878.0,11.0
879.0,15.0
880.0,29.0
881.0,NaN
882.0,3.0
883.0,NaN
884.0,NaN
886.0,NaN
887.0,NaN
888.0,12.0
889.0,NaN
894.0,2.0
896.0,7.0
897.0,4.0
898.0,NaN
899.0,19.0
900.0,NaN
901.0,NaN
902.0,NaN
904.0,3.0
905.0,NaN
908.0,9.0
909.0,2.0
910.0,5.0
911.0,NaN
912.0,NaN
913.0,NaN
914.0,55.0
915.0,NaN
919.0,NaN
920.0,3.0
923.0,2.0
924.0,7.0
925.0,20.0
926.0,NaN
927.0,7.0
928.0,7.0
929.0,NaN
930.0,8.0
931.0,NaN
932.0,6.0
933.0,9.0
934.0,NaN
940.0,NaN
941.0,NaN
942.0,32.0
944.0,3.0
945.0,2.0
946.0,NaN
947.0,3.0
949.0,NaN
950.0,NaN
951.0,NaN
952.0,3.0
953.0,6.0
954.0,NaN
955.0,NaN
959.0,17.0
964.0,3.0
968.0,6.0
969.0,NaN
970.0,NaN
971.0,NaN
972.0,66.0
978.0,8.0
979.0,13.0
982.0,13.0
983.0,5.0
985.0,2.0
986.0,2.0
989.0,NaN
990.0,NaN
994.0,NaN
997.0,NaN
998.0,2.0
999.0,17.0
1001.0,8.0
1002.0,26.0
1003.0,NaN
1006.0,NaN
1007.0,NaN
1011.0,6.0
1012.0,18.0
1014.0,NaN
1018.0,2.0
1022.0,NaN
1023.0,3.0
1024.0,NaN
1025.0,NaN
1026.0,NaN
1027.0,2.0
1028.0,NaN
1029.0,5.0
1030.0,NaN
1031.0,2.0
1033.0,NaN
1035.0,NaN
1037.0,19.0
1038.0,NaN
1039.0,8.0
1040.0,NaN
1042.0,NaN
1043.0,4.0
1046.0,4.0
1047.0,NaN
1048.0,NaN
1049.0,7.0
1050.0,3.0
1051.0,NaN
1053.0,NaN
1054.0,3.0
1061.0,9.0
1062.0,13.0
1063.0,NaN
1064.0,NaN
1065.0,11.0
1067.0,7.0
1069.0,6.0
1070.0,2.0
1071.0,11.0
1074.0,7.0
1079.0,NaN
1086.0,5.0
1087.0,3.0
1088.0,5.0
1089.0,NaN
1091.0,6.0
1092.0,2.0
1093.0,12.0
1095.0,NaN
1098.0,5.0
1099.0,3.0
1100.0,NaN
1102.0,34.0
1104.0,5.0
1105.0,3.0
1108.0,NaN
1109.0,3.0
1110.0,NaN
1111.0,NaN
1112.0,5.0
1113.0,3.0
1114.0,3.0
1115.0,5.0
1116.0,17.0
1117.0,NaN
1122.0,NaN
1123.0,NaN
1124.0,4.0
1125.0,NaN
1126.0,5.0
1127.0,NaN
1128.0,2.0
1131.0,6.0
1132.0,NaN
1133.0,NaN
1134.0,NaN
1135.0,NaN
1139.0,NaN
1140.0,NaN
1144.0,2.0
1146.0,2.0
1147.0,5.0
1148.0,NaN
1149.0,14.0
1150.0,NaN
1151.0,2.0
1152.0,3.0
1154.0,14.0
1156.0,5.0
1157.0,2.0
1158.0,4.0
1159.0,3.0
1160.0,7.0
1162.0,2.0
1163.0,4.0
1164.0,2.0
1165.0,NaN
1166.0,6.0
1167.0,4.0
1168.0,2.0
1170.0,NaN
1174.0,2.0
1175.0,4.0
1177.0,NaN
1180.0,4.0
1181.0,4.0
1182.0,4.0
1183.0,3.0
1186.0,12.0
1188.0,NaN
1192.0,2.0
1194.0,6.0
1196.0,3.0
1198.0,4.0
1199.0,7.0
1200.0,3.0
1201.0,4.0
1202.0,2.0
1203.0,3.0
1208.0,NaN
1210.0,2.0
1211.0,2.0
1212.0,NaN
1213.0,NaN
1214.0,NaN
1215.0,5.0
1216.0,4.0
1221.0,2.0
1222.0,NaN
1223.0,NaN
1224.0,8.0
1226.0,2.0
1227.0,NaN
1229.0,2.0
1230.0,NaN
1231.0,3.0
1232.0,2.0
1233.0,3.0
1235.0,NaN
1236.0,4.0
1237.0,NaN
1238.0,NaN
1239.0,NaN
1243.0,NaN
1246.0,NaN
1248.0,NaN
1249.0,2.0
1252.0,NaN
1254.0,NaN
1255.0,NaN
1256.0,5.0
1257.0,NaN
1258.0,3.0
1259.0,2.0
1260.0,NaN
1261.0,2.0
1262.0,3.0
1263.0,NaN
1264.0,NaN
1267.0,12.0
1268.0,3.0
1272.0,NaN
1273.0,NaN
1275.0,3.0
1276.0,NaN
1278.0,NaN
1279.0,3.0
1280.0,NaN
1281.0,NaN
1283.0,NaN
1285.0,NaN
1287.0,NaN
1292.0,NaN
1293.0,NaN
1294.0,8.0
1295.0,5.0
1296.0,4.0
1297.0,2.0
1298.0,3.0
1301.0,NaN
1302.0,2.0
1303.0,NaN
1307.0,NaN
1310.0,4.0
1311.0,NaN
1312.0,3.0
1315.0,NaN
1316.0,NaN
1318.0,NaN
1319.0,3.0
1320.0,NaN
1321.0,NaN
1323.0,2.0
1324.0,NaN
1326.0,2.0
1331.0,NaN
1333.0,NaN
1334.0,NaN
1335.0,NaN
1336.0,NaN
1337.0,5.0
1339.0,NaN
1342.0,3.0
1344.0,NaN
1347.0,NaN
1348.0,NaN
1349.0,4.0
1350.0,NaN
1351.0,NaN
1353.0,4.0
1354.0,NaN
1355.0,NaN
1357.0,2.0
1358.0,2.0
1359.0,NaN
1361.0,NaN
1363.0,NaN
1364.0,NaN
1365.0,NaN
1366.0,3.0
1367.0,NaN
1369.0,22.0
1370.0,NaN
1372.0,NaN
1373.0,NaN
1374.0,4.0
1375.0,NaN
1376.0,2.0
1377.0,NaN
1378.0,NaN
1379.0,NaN
1380.0,NaN
1381.0,NaN
1382.0,NaN
1386.0,12.0
1387.0,NaN
1388.0,14.0
1389.0,3.0
1390.0,NaN
1391.0,NaN
1394.0,NaN
1395.0,NaN
1396.0,2.0
1397.0,NaN
1400.0,NaN
1401.0,NaN
1402.0,NaN
1403.0,2.0
1407.0,NaN
1408.0,2.0
1410.0,4.0
1411.0,NaN
1412.0,4.0
1413.0,21.0
1417.0,NaN
1419.0,2.0
1420.0,3.0
1422.0,2.0
1423.0,2.0
1424.0,2.0
1425.0,NaN
1426.0,5.0
1427.0,NaN
1429.0,NaN
1430.0,NaN
1431.0,NaN
1433.0,5.0
1434.0,NaN
1435.0,NaN
1436.0,NaN
1437.0,NaN
1438.0,14.0
1439.0,2.0
1441.0,NaN
1442.0,3.0
1443.0,NaN
1444.0,NaN
1445.0,NaN
1446.0,NaN
1447.0,NaN
1448.0,NaN
1449.0,NaN
1451.0,NaN
1453.0,NaN
1454.0,4.0
1455.0,NaN
1456.0,NaN
1457.0,3.0
1458.0,3.0
1459.0,NaN
1460.0,2.0
1461.0,2.0
1462.0,NaN
1463.0,2.0
1465.0,NaN
1466.0,NaN
1467.0,NaN
1468.0,NaN
1469.0,NaN
1470.0,2.0
1471.0,NaN
1472.0,NaN
1473.0,NaN
1474.0,NaN
1475.0,8.0
1476.0,14.0
1477.0,NaN
1478.0,NaN
1479.0,2.0
1480.0,NaN
1481.0,NaN
1482.0,NaN
1483.0,NaN
1484.0,NaN
1485.0,NaN
1488.0,5.0
1489.0,NaN
1490.0,NaN
1492.0,NaN
1493.0,NaN
1496.0,2.0
1497.0,4.0
1498.0,3.0
1499.0,NaN
1500.0,NaN
1502.0,NaN
1503.0,NaN
1504.0,NaN
1505.0,NaN
1506.0,9.0
1507.0,NaN
1508.0,NaN
1514.0,NaN
1520.0,NaN
1521.0,NaN
1523.0,NaN
1524.0,NaN
1525.0,NaN
1528.0,NaN
1529.0,NaN
1531.0,4.0
1532.0,2.0
1533.0,8.0
1535.0,NaN
1536.0,NaN
1537.0,NaN
1539.0,NaN
1540.0,NaN
1543.0,NaN
1546.0,NaN
1548.0,NaN
1549.0,NaN
1552.0,NaN
1553.0,NaN
1556.0,4.0
1557.0,2.0
1558.0,2.0
1561.0,NaN
1564.0,NaN
1566.0,NaN
1573.0,5.0
1575.0,NaN
1577.0,3.0
1578.0,NaN
1580.0,2.0
1584.0,NaN
1586.0,NaN
1587.0,NaN
1588.0,3.0
1589.0,NaN
1590.0,NaN
1591.0,NaN
1592.0,3.0
1593.0,NaN
1594.0,NaN
1596.0,NaN
1597.0,NaN
1598.0,NaN
1599.0,NaN
1600.0,NaN
1601.0,NaN
1602.0,NaN
1603.0,NaN
1606.0,2.0
1607.0,4.0
1608.0,NaN
1610.0,NaN
1611.0,NaN
1612.0,NaN
1613.0,NaN
1614.0,NaN
1615.0,NaN
1616.0,NaN
1617.0,NaN
1621.0,NaN
1622.0,9.0
1623.0,NaN
1624.0,NaN
1629.0,4.0
1630.0,NaN
1631.0,NaN
1632.0,NaN
1633.0,NaN
1634.0,2.0
1636.0,NaN
1637.0,NaN
1640.0,NaN
1641.0,NaN
1645.0,6.0
1647.0,NaN
1651.0,NaN
1652.0,2.0
1654.0,NaN
1658.0,NaN
1659.0,NaN
1660.0,NaN
1661.0,NaN
1664.0,NaN
1666.0,NaN
1667.0,NaN
1668.0,NaN
1669.0,NaN
1671.0,NaN
1675.0,NaN
1676.0,NaN
1677.0,NaN
1678.0,NaN
1679.0,2.0
1680.0,NaN
1682.0,NaN
1686.0,NaN
1688.0,NaN
1690.0,NaN
1698.0,NaN
1699.0,NaN
1700.0,NaN
1701.0,NaN
1702.0,NaN
1704.0,NaN
1705.0,NaN
1706.0,NaN
1707.0,NaN
1708.0,NaN
1709.0,NaN
1710.0,NaN
1711.0,NaN
1712.0,NaN
1713.0,NaN
1714.0,NaN
1715.0,NaN
1716.0,NaN
1720.0,NaN
1721.0,NaN
1722.0,NaN
1723.0,NaN
1724.0,NaN
1725.0,NaN
1726.0,NaN
1727.0,NaN
1728.0,NaN
1729.0,NaN
1730.0,NaN
1731.0,2.0
1732.0,NaN
1735.0,NaN
1737.0,NaN
1738.0,NaN
1742.0,NaN
1744.0,NaN
1745.0,NaN
1747.0,NaN
1748.0,NaN
1749.0,NaN
1750.0,2.0
1752.0,NaN
1754.0,NaN
1755.0,NaN
1756.0,NaN
1757.0,NaN
1758.0,NaN
1759.0,NaN
1760.0,NaN
1761.0,NaN
1762.0,NaN
1763.0,NaN
1764.0,NaN
1765.0,NaN
1769.0,NaN
1770.0,NaN
1771.0,NaN
1772.0,NaN
1773.0,NaN
1774.0,NaN
1775.0,NaN
1776.0,NaN
1777.0,NaN
1778.0,NaN
1779.0,NaN
1780.0,NaN
1782.0,NaN
1787.0,NaN
1788.0,NaN
1791.0,NaN
1792.0,NaN
1793.0,NaN
1794.0,NaN
1795.0,NaN
1796.0,NaN
1797.0,NaN
1798.0,NaN
1799.0,NaN
1802.0,NaN
1805.0,NaN
1809.0,NaN
1810.0,NaN
1811.0,NaN
1813.0,NaN
1814.0,NaN
1815.0,NaN
1816.0,NaN
1817.0,NaN
1818.0,2.0
1819.0,NaN
1821.0,NaN
1822.0,NaN
1823.0,NaN
1825.0,NaN
1826.0,NaN
1827.0,NaN
1829.0,NaN
1830.0,NaN
1832.0,NaN
1833.0,NaN
1834.0,NaN
1835.0,NaN
1836.0,NaN
1837.0,NaN
1838.0,NaN
1839.0,NaN
1840.0,NaN
