ImageNumber,ObjectNumber,Orientation,lable,divideFlag
36,18,87.94045526759551,13.0,False
37,1,66.86373509374008,1.0,False
37,2,-70.54382024071744,1.0,False
37,3,89.41446595129217,1.0,True
37,4,-58.43310448724733,3.0,False
37,5,-34.072498873183335,4.0,False
37,6,-25.165078920573784,4.0,False
37,7,33.32653353220367,5.0,False
37,8,27.63316144564,5.0,False
37,9,29.373352355254603,6.0,False
37,10,-22.196647382677064,7.0,False
37,11,74.52529132747667,8.0,False
37,12,87.37358287382536,9.0,False
37,13,74.94851027165441,9.0,False
37,14,73.16967396851605,10.0,False
37,15,71.69993472584527,12.0,False
37,16,-89.79856197708294,12.0,False
37,17,35.69223092218502,13.0,False
37,18,87.03976301379319,13.0,False
38,1,66.47733381209056,1.0,False
38,2,-69.36008897062624,1.0,False
38,3,-74.39985048493688,1.0,False
38,4,78.84036527057296,1.0,False
38,5,-58.79030425310771,3.0,False
38,6,-35.03866565955521,4.0,False
38,7,-25.9897158462465,4.0,False
38,8,32.06228186411654,5.0,False
38,9,26.94511411664661,5.0,False
38,10,30.19541626192536,6.0,False
38,11,-21.636410517026224,7.0,False
38,12,76.2033655971786,8.0,False
38,13,81.20370684447825,9.0,True
38,14,73.38962218804029,10.0,False
38,15,71.69641329963221,12.0,False
38,16,89.82912442361594,12.0,False
38,17,35.403108584778785,13.0,False
38,18,86.80247586979495,13.0,False
39,1,66.06546521553551,1.0,False
39,2,-68.01413322556735,1.0,False
39,3,-74.17661408888321,1.0,False
39,4,79.15461077228638,1.0,False
39,5,-58.33129105488299,3.0,False
39,6,-35.64089731678119,4.0,False
39,7,-26.181741778730707,4.0,False
39,8,31.75419227211033,5.0,False
39,9,26.86519126125668,5.0,False
39,10,30.40798140417326,6.0,False
39,11,-21.319716701822703,7.0,False
39,12,77.1879136666662,8.0,True
39,13,85.16841903823479,9.0,False
39,14,75.43285743159481,9.0,False
39,15,73.41172639987752,10.0,False
39,16,71.30744712155578,12.0,False
39,17,89.8995434983034,12.0,False
39,18,36.64096538177908,13.0,False
39,19,87.56923630883213,13.0,False
40,1,66.81001713162226,1.0,False
40,2,-66.1005763418079,1.0,False
40,3,-72.80111740247277,1.0,False
40,4,79.71065041856211,1.0,False
40,5,-58.78400630219597,3.0,False
40,6,-36.17513517459055,4.0,False
40,7,-26.279938892723557,4.0,False
40,8,33.540747528710064,5.0,False
40,9,26.11099599886401,5.0,False
40,10,29.951922479453177,6.0,False
40,11,-21.33982307394601,7.0,False
40,12,79.07147715861865,8.0,False
40,13,83.79428638859235,8.0,False
40,14,80.85224121896317,9.0,False
40,15,73.98220965862693,10.0,True
40,16,70.6993928095327,12.0,False
40,17,89.61284185180263,12.0,False
40,18,36.56100605816315,13.0,False
40,19,87.42197235847763,13.0,False
41,1,66.61230058706258,1.0,False
41,2,-66.13224616849156,1.0,False
41,3,-72.20875346707577,1.0,False
41,4,79.0133714497386,1.0,False
41,5,-59.46204201990647,3.0,False
41,6,-36.97309056105918,4.0,False
41,7,-26.85978047263634,4.0,False
41,8,32.93334386126955,5.0,True
41,9,30.00159687132552,6.0,False
41,10,-21.4131322986622,7.0,False
41,11,79.90745707573203,8.0,False
41,12,84.10499599445768,8.0,False
41,13,80.16414802288682,9.0,False
41,14,-61.167529582980926,10.0,False
41,15,81.74818269643212,10.0,False
41,17,70.35433075692423,12.0,False
41,18,89.29069914056197,12.0,False
41,19,35.31888513886732,13.0,False
41,20,87.38135225466854,13.0,False
42,1,66.29366129132868,1.0,False
42,2,-65.42668841388577,1.0,False
42,3,-70.66979120204223,1.0,False
42,4,78.48851670934964,1.0,False
42,5,-59.44444565060206,3.0,False
42,6,-37.70423990412448,4.0,False
42,7,-27.191977287278384,4.0,False
42,8,34.64249621342609,5.0,False
42,9,29.717018718614334,6.0,False
42,10,24.58995011018524,5.0,False
42,11,-21.31473519893393,7.0,False
42,12,77.35995861408675,8.0,False
42,13,85.52749828540756,8.0,False
42,14,79.81793360410822,9.0,False
42,15,-61.95773211772965,10.0,False
42,16,82.55073442744705,10.0,False
42,18,70.30215452154977,12.0,False
42,19,89.72030002294316,12.0,False
42,20,35.858450661292935,13.0,False
42,21,87.42264536145782,13.0,False
43,1,65.4083871714892,1.0,False
43,2,-64.92696305817495,1.0,False
43,3,-69.58339594054263,1.0,False
43,4,77.54754150459542,1.0,False
43,5,-59.29360418621548,3.0,False
43,6,-36.99951324750884,4.0,False
43,7,-28.68505133079166,4.0,False
43,8,34.87250754661245,5.0,False
43,9,29.51403639116128,6.0,False
43,10,23.97575446182471,5.0,False
43,11,-20.671393062067075,7.0,False
43,12,79.06573317980836,8.0,True
43,13,78.76025837176901,9.0,False
43,14,-62.526599814916736,10.0,False
43,15,79.53877398992906,10.0,False
43,16,70.1710596974071,12.0,False
43,17,89.7951386751526,12.0,False
43,18,35.48755665816915,13.0,False
43,19,87.33904980594126,13.0,False
44,1,65.0994709717059,1.0,False
44,2,-64.03040594708965,1.0,False
44,3,-67.8423095566477,1.0,False
44,4,77.07901558636362,1.0,False
44,5,-59.46777363247904,3.0,False
44,6,-36.65774948495398,4.0,False
44,7,-30.17074370917161,4.0,False
44,8,34.923637439489184,5.0,False
44,9,29.446076942038225,6.0,False
44,10,23.988011251214388,5.0,False
44,11,-20.48413703681833,7.0,False
44,12,74.82227926112526,8.0,False
44,13,88.68460647702258,8.0,False
44,14,79.34628698274247,9.0,False
44,15,-63.50810794905702,10.0,False
44,16,79.89844206466034,10.0,False
44,17,70.2210361118202,12.0,False
44,18,89.74273964678196,12.0,False
44,19,36.555662680814194,13.0,False
44,20,87.19362953769551,13.0,False
45,1,65.75798170699886,1.0,False
45,2,-63.6070992683302,1.0,False
45,3,-66.80876631368136,1.0,False
45,4,77.3891339851194,1.0,False
45,5,-60.024560772250986,3.0,False
45,6,-35.642539200251534,4.0,False
45,7,-31.890945317258005,4.0,False
45,8,35.815775844718736,5.0,False
45,9,29.439689495970047,6.0,False
45,10,23.938499159095777,5.0,False
45,11,-19.471613106080973,7.0,False
45,12,70.18624146199537,8.0,False
45,13,-88.90835979143908,8.0,False
45,14,80.80598825097069,9.0,True
45,15,-65.23789837674857,10.0,False
45,16,80.84568041664157,10.0,False
45,17,70.44167454262734,12.0,False
45,18,89.63286254640758,12.0,True
45,19,35.28804160859849,13.0,False
45,20,87.43106811428588,13.0,False
46,1,66.01769795184596,1.0,False
46,2,-63.421566291417975,1.0,False
46,3,-65.82259774156226,1.0,False
46,4,77.88061922035702,1.0,False
46,5,-59.93096980383534,3.0,False
46,6,-35.167055504433065,4.0,False
46,7,-32.86042776944136,4.0,False
46,8,39.556015294946086,5.0,True
46,9,28.620895812101573,6.0,False
46,10,23.49598374324155,5.0,False
46,11,-18.98370010186937,7.0,False
46,12,79.99629902426017,8.0,False
46,13,48.9287006433302,9.0,False
46,14,52.5532710503767,9.0,False
46,15,-66.04354047800864,10.0,False
46,16,82.81765248136695,10.0,False
46,17,70.31278530673549,12.0,False
46,18,-86.83691681159432,12.0,False
46,19,85.96653413510346,12.0,False
46,20,35.4710339095634,13.0,False
46,21,87.42551726268799,13.0,False
47,1,66.54176744334673,1.0,False
