lable,NumberOfDivision
267.0,NaN
269.0,2.0
272.0,2.0
273.0,184.0
274.0,NaN
279.0,NaN
281.0,NaN
284.0,17.0
285.0,NaN
286.0,NaN
287.0,NaN
288.0,NaN
292.0,51.0
293.0,2.0
297.0,NaN
299.0,NaN
300.0,29.0
301.0,35.0
303.0,NaN
313.0,NaN
316.0,20.0
319.0,91.0
323.0,NaN
328.0,3.0
329.0,NaN
330.0,2.0
333.0,4.0
334.0,24.0
335.0,37.0
337.0,NaN
339.0,207.0
340.0,2.0
345.0,NaN
351.0,NaN
352.0,NaN
363.0,19.0
364.0,2.0
367.0,NaN
368.0,2.0
369.0,NaN
370.0,3.0
371.0,NaN
372.0,2.0
376.0,NaN
377.0,NaN
378.0,NaN
385.0,NaN
387.0,NaN
389.0,16.0
390.0,38.0
393.0,NaN
395.0,NaN
396.0,297.0
398.0,NaN
400.0,NaN
402.0,11.0
403.0,NaN
407.0,3.0
408.0,NaN
410.0,NaN
413.0,47.0
414.0,NaN
415.0,NaN
416.0,NaN
417.0,NaN
419.0,NaN
420.0,3.0
421.0,NaN
426.0,NaN
427.0,60.0
428.0,NaN
432.0,122.0
433.0,NaN
434.0,NaN
435.0,NaN
436.0,78.0
438.0,59.0
440.0,NaN
441.0,23.0
442.0,NaN
446.0,NaN
447.0,37.0
449.0,17.0
450.0,97.0
452.0,NaN
456.0,NaN
458.0,2.0
459.0,79.0
461.0,NaN
462.0,NaN
463.0,3.0
464.0,NaN
466.0,NaN
467.0,NaN
469.0,2.0
471.0,16.0
474.0,145.0
475.0,NaN
480.0,NaN
481.0,NaN
483.0,NaN
486.0,7.0
487.0,3.0
490.0,NaN
495.0,NaN
498.0,NaN
499.0,9.0
503.0,119.0
506.0,16.0
507.0,NaN
508.0,NaN
510.0,6.0
511.0,NaN
515.0,NaN
516.0,139.0
518.0,2.0
519.0,NaN
520.0,4.0
521.0,NaN
522.0,64.0
523.0,NaN
524.0,NaN
526.0,5.0
527.0,NaN
532.0,64.0
534.0,13.0
535.0,3.0
536.0,NaN
537.0,5.0
538.0,14.0
540.0,NaN
541.0,9.0
542.0,11.0
543.0,4.0
547.0,12.0
548.0,NaN
549.0,2.0
552.0,2.0
557.0,70.0
559.0,5.0
560.0,NaN
561.0,51.0
564.0,4.0
565.0,NaN
568.0,33.0
570.0,18.0
571.0,NaN
574.0,68.0
575.0,3.0
576.0,NaN
577.0,25.0
581.0,NaN
583.0,4.0
584.0,48.0
586.0,NaN
588.0,31.0
592.0,6.0
593.0,NaN
595.0,NaN
596.0,4.0
599.0,6.0
600.0,NaN
602.0,NaN
603.0,NaN
604.0,NaN
605.0,NaN
608.0,13.0
609.0,4.0
610.0,NaN
611.0,6.0
612.0,86.0
613.0,NaN
615.0,NaN
616.0,55.0
617.0,24.0
618.0,4.0
619.0,28.0
622.0,NaN
627.0,23.0
628.0,NaN
629.0,NaN
630.0,NaN
632.0,8.0
636.0,9.0
638.0,2.0
641.0,7.0
642.0,38.0
644.0,34.0
646.0,NaN
647.0,NaN
650.0,NaN
651.0,NaN
652.0,NaN
653.0,NaN
654.0,NaN
655.0,NaN
658.0,12.0
660.0,NaN
662.0,NaN
663.0,NaN
666.0,NaN
667.0,5.0
668.0,7.0
669.0,39.0
671.0,NaN
672.0,NaN
674.0,NaN
675.0,NaN
676.0,NaN
677.0,NaN
679.0,51.0
683.0,NaN
684.0,42.0
685.0,2.0
686.0,2.0
688.0,NaN
692.0,5.0
693.0,NaN
694.0,2.0
700.0,2.0
701.0,9.0
704.0,NaN
706.0,15.0
708.0,NaN
710.0,35.0
711.0,NaN
713.0,79.0
714.0,7.0
715.0,NaN
716.0,5.0
718.0,NaN
719.0,NaN
720.0,NaN
723.0,2.0
724.0,6.0
725.0,NaN
727.0,NaN
729.0,43.0
730.0,NaN
734.0,NaN
736.0,NaN
739.0,NaN
742.0,25.0
743.0,NaN
745.0,NaN
747.0,NaN
748.0,7.0
751.0,NaN
752.0,NaN
755.0,NaN
757.0,9.0
758.0,NaN
759.0,NaN
761.0,NaN
764.0,2.0
767.0,25.0
771.0,21.0
772.0,2.0
773.0,NaN
778.0,8.0
779.0,NaN
780.0,NaN
781.0,NaN
784.0,46.0
788.0,52.0
790.0,NaN
792.0,5.0
794.0,NaN
796.0,NaN
797.0,NaN
798.0,NaN
799.0,NaN
800.0,70.0
802.0,NaN
803.0,2.0
804.0,8.0
805.0,2.0
808.0,42.0
810.0,4.0
812.0,NaN
813.0,28.0
814.0,NaN
815.0,NaN
818.0,3.0
819.0,NaN
820.0,62.0
824.0,6.0
830.0,4.0
831.0,NaN
833.0,48.0
834.0,NaN
835.0,NaN
836.0,NaN
837.0,NaN
841.0,25.0
842.0,NaN
844.0,2.0
847.0,NaN
849.0,58.0
850.0,3.0
852.0,NaN
856.0,6.0
864.0,NaN
865.0,NaN
866.0,NaN
867.0,NaN
868.0,NaN
869.0,NaN
871.0,NaN
872.0,2.0
873.0,NaN
874.0,NaN
875.0,NaN
876.0,NaN
877.0,33.0
879.0,NaN
881.0,18.0
885.0,NaN
886.0,NaN
889.0,2.0
890.0,NaN
891.0,NaN
892.0,NaN
893.0,21.0
896.0,7.0
898.0,14.0
900.0,2.0
901.0,40.0
902.0,NaN
906.0,3.0
908.0,4.0
909.0,NaN
910.0,11.0
914.0,NaN
915.0,NaN
916.0,NaN
917.0,NaN
918.0,NaN
920.0,NaN
921.0,NaN
923.0,NaN
924.0,NaN
925.0,2.0
927.0,4.0
928.0,NaN
930.0,7.0
931.0,NaN
934.0,12.0
936.0,NaN
938.0,NaN
939.0,15.0
940.0,NaN
943.0,NaN
952.0,NaN
953.0,2.0
954.0,2.0
957.0,NaN
959.0,5.0
965.0,NaN
968.0,14.0
970.0,NaN
973.0,4.0
974.0,10.0
975.0,NaN
976.0,NaN
977.0,2.0
979.0,7.0
981.0,NaN
982.0,13.0
983.0,NaN
985.0,2.0
986.0,72.0
988.0,NaN
993.0,NaN
995.0,NaN
997.0,NaN
998.0,17.0
1001.0,NaN
1002.0,14.0
1003.0,15.0
1005.0,14.0
1011.0,3.0
1013.0,28.0
1014.0,12.0
1017.0,NaN
1018.0,11.0
1019.0,21.0
1020.0,10.0
1022.0,5.0
1025.0,NaN
1027.0,2.0
1033.0,NaN
1034.0,41.0
1035.0,9.0
1037.0,NaN
1042.0,NaN
1046.0,2.0
1047.0,NaN
1048.0,NaN
1050.0,NaN
1051.0,NaN
1052.0,NaN
1053.0,NaN
1056.0,NaN
1058.0,NaN
1059.0,NaN
1064.0,3.0
1071.0,NaN
1074.0,NaN
1075.0,NaN
1076.0,17.0
1077.0,NaN
1078.0,2.0
1082.0,4.0
1086.0,NaN
1090.0,NaN
1093.0,2.0
1096.0,NaN
1097.0,23.0
1098.0,NaN
1106.0,2.0
1109.0,3.0
1113.0,NaN
1122.0,NaN
1123.0,27.0
1126.0,NaN
1130.0,2.0
1132.0,6.0
1141.0,4.0
1142.0,NaN
1143.0,2.0
1144.0,NaN
1145.0,NaN
1146.0,9.0
1147.0,11.0
1148.0,8.0
1150.0,NaN
1151.0,NaN
1152.0,8.0
1153.0,9.0
1154.0,2.0
1156.0,NaN
1157.0,3.0
1158.0,21.0
1159.0,11.0
1162.0,3.0
1163.0,3.0
1164.0,NaN
1165.0,2.0
1166.0,NaN
1168.0,6.0
1169.0,NaN
1171.0,16.0
1176.0,NaN
1177.0,NaN
1179.0,NaN
1180.0,12.0
1181.0,10.0
1182.0,NaN
1183.0,9.0
1184.0,NaN
1185.0,NaN
1186.0,NaN
1187.0,NaN
1189.0,NaN
1190.0,4.0
1191.0,10.0
1192.0,NaN
1196.0,NaN
1197.0,8.0
1198.0,NaN
1199.0,3.0
1203.0,NaN
1204.0,NaN
1209.0,28.0
1211.0,NaN
1214.0,NaN
1215.0,NaN
1216.0,NaN
1221.0,6.0
1223.0,4.0
1225.0,8.0
1226.0,NaN
1227.0,NaN
1228.0,3.0
1229.0,NaN
1230.0,NaN
1231.0,NaN
1232.0,NaN
1234.0,NaN
1235.0,NaN
1236.0,2.0
1237.0,NaN
1238.0,NaN
1239.0,4.0
1240.0,NaN
1242.0,NaN
1243.0,16.0
1244.0,NaN
1245.0,NaN
1247.0,NaN
1248.0,NaN
1249.0,3.0
1250.0,17.0
1251.0,NaN
1252.0,NaN
1255.0,3.0
1258.0,NaN
1259.0,NaN
1260.0,NaN
1261.0,NaN
1262.0,2.0
1265.0,NaN
1266.0,NaN
1268.0,NaN
1271.0,NaN
1272.0,10.0
1274.0,NaN
1276.0,7.0
1277.0,NaN
1281.0,4.0
1283.0,5.0
1284.0,NaN
1285.0,NaN
1286.0,NaN
1288.0,NaN
1289.0,15.0
1291.0,9.0
1298.0,NaN
1299.0,NaN
1301.0,NaN
1305.0,7.0
1306.0,NaN
1308.0,21.0
1311.0,NaN
1312.0,NaN
1315.0,NaN
1316.0,NaN
1317.0,NaN
1318.0,7.0
1320.0,NaN
1321.0,NaN
1322.0,2.0
1326.0,NaN
1328.0,5.0
1329.0,3.0
1330.0,7.0
1333.0,NaN
1339.0,NaN
1343.0,2.0
1344.0,2.0
1345.0,NaN
1346.0,NaN
1348.0,NaN
1350.0,NaN
1352.0,NaN
1354.0,NaN
1355.0,NaN
1356.0,2.0
1357.0,7.0
1358.0,6.0
1360.0,8.0
1362.0,5.0
1363.0,NaN
1365.0,7.0
1366.0,2.0
1367.0,2.0
1370.0,NaN
1372.0,NaN
1373.0,NaN
1374.0,NaN
1376.0,NaN
1378.0,NaN
1383.0,NaN
1384.0,NaN
1385.0,NaN
1387.0,4.0
1388.0,NaN
1391.0,NaN
1392.0,2.0
1393.0,NaN
1395.0,NaN
1396.0,NaN
1398.0,3.0
1399.0,NaN
1400.0,3.0
1401.0,NaN
1402.0,3.0
1403.0,NaN
1404.0,NaN
1405.0,5.0
1407.0,4.0
1409.0,NaN
1411.0,NaN
1412.0,NaN
1413.0,NaN
1414.0,2.0
1415.0,NaN
1416.0,NaN
1417.0,NaN
1419.0,8.0
1424.0,NaN
1426.0,NaN
1427.0,NaN
1428.0,NaN
1430.0,NaN
1432.0,NaN
1433.0,6.0
1436.0,5.0
1439.0,2.0
1440.0,NaN
1441.0,NaN
1442.0,NaN
1444.0,NaN
1445.0,NaN
1446.0,5.0
1448.0,NaN
1449.0,2.0
1452.0,NaN
1453.0,NaN
1454.0,NaN
1455.0,NaN
1458.0,NaN
1459.0,NaN
1460.0,NaN
1461.0,NaN
1462.0,NaN
1463.0,3.0
1465.0,NaN
1466.0,NaN
1470.0,NaN
1472.0,NaN
1474.0,NaN
1477.0,NaN
1479.0,NaN
1480.0,NaN
1482.0,NaN
1483.0,NaN
1484.0,2.0
1485.0,NaN
1488.0,NaN
1492.0,NaN
1494.0,NaN
1495.0,NaN
1496.0,2.0
1497.0,2.0
1499.0,NaN
1504.0,NaN
1505.0,NaN
1506.0,3.0
1508.0,2.0
1509.0,NaN
1510.0,NaN
1511.0,NaN
1512.0,NaN
1513.0,NaN
1514.0,4.0
1515.0,NaN
1516.0,NaN
1517.0,2.0
1518.0,3.0
1519.0,NaN
1522.0,NaN
1525.0,10.0
1526.0,NaN
1529.0,NaN
1530.0,2.0
1531.0,NaN
1533.0,NaN
1536.0,NaN
1537.0,3.0
1538.0,NaN
1539.0,2.0
1542.0,NaN
1543.0,3.0
1544.0,NaN
1547.0,NaN
1549.0,6.0
1552.0,NaN
1556.0,2.0
1557.0,NaN
1558.0,NaN
1560.0,NaN
1561.0,NaN
1562.0,NaN
1563.0,NaN
1564.0,NaN
1567.0,NaN
1568.0,NaN
1569.0,NaN
1570.0,NaN
1572.0,NaN
1573.0,NaN
1574.0,NaN
1575.0,NaN
1577.0,2.0
1580.0,NaN
1589.0,NaN
1594.0,NaN
1597.0,NaN
1598.0,NaN
1600.0,2.0
1603.0,4.0
1604.0,NaN
1605.0,NaN
1608.0,NaN
1610.0,NaN
1611.0,NaN
1612.0,3.0
1613.0,NaN
1615.0,2.0
1617.0,3.0
1619.0,NaN
1620.0,NaN
1621.0,2.0
1625.0,2.0
1626.0,NaN
1630.0,2.0
1631.0,2.0
1632.0,NaN
1634.0,2.0
1635.0,NaN
1636.0,NaN
1637.0,NaN
1638.0,NaN
1642.0,NaN
1644.0,NaN
1645.0,NaN
1647.0,NaN
1648.0,NaN
1651.0,NaN
1652.0,2.0
1654.0,NaN
1655.0,NaN
1656.0,NaN
1658.0,NaN
1659.0,NaN
1660.0,2.0
1661.0,NaN
