ImageNumber,ObjectNumber,Children_FilteredNuclei_Count,Children_IdentifySecondaryObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
5,12,1,1,262.2808988764045,299.3520599250936,0,12
5,13,1,1,242.68663594470047,289.94930875576034,0,13
6,1,1,1,245.13943355119827,184.15032679738562,0,1
6,2,1,1,261.8353658536585,177.9390243902439,0,2
6,3,1,1,258.51798561151077,197.3021582733813,0,3
6,4,1,1,226.7062937062937,209.27972027972027,0,4
6,5,1,1,259.6136363636364,228.96212121212122,0,5
6,6,1,1,217.41666666666666,243.5859375,0,6
6,7,1,1,243.55238095238096,227.13333333333333,0,7
6,8,1,1,278.961937716263,244.06228373702422,0,8
6,9,1,1,247.48333333333332,244.40555555555557,0,9
6,10,1,1,235.251012145749,257.60323886639674,0,10
6,11,1,1,250.8684210526316,264.12280701754383,0,11
6,12,1,1,262.3686440677966,278.64406779661016,0,12
6,13,1,1,269.02521008403363,298.036974789916,0,13
6,14,1,1,228.80737704918033,296.29303278688525,0,14
6,15,1,1,244.29674796747966,295.2845528455285,0,15
7,1,1,1,247.084375,175.55625,0,1
7,2,1,1,262.2842105263158,175.6315789473684,0,2
7,3,1,1,263.1286307053942,196.49377593360995,0,3
7,4,1,1,231.2958579881657,200.25443786982248,0,4
7,5,1,1,248.12980769230768,209.75,0,5
7,6,1,1,228.57142857142858,215.64285714285714,0,6
7,7,1,1,263.57284768211923,239.09271523178808,0,7
7,8,1,1,213.88953488372093,243.92151162790697,0,8
7,9,1,1,246.52777777777777,252.71527777777777,0,9
7,10,1,1,279.01677852348996,243.6778523489933,0,10
7,11,1,1,233.9250936329588,260.38576779026215,0,11
7,12,1,1,292.67202572347264,264.4823151125402,0,12
7,13,1,1,225.59615384615384,281.80494505494505,0,13
7,14,1,1,268.46996466431096,286.2791519434629,0,14
7,15,1,1,248.51170568561872,305.9163879598662,0,15
7,16,1,1,275.12012012012013,304.05105105105105,0,16
7,17,1,1,234.55625,315.1875,0,17
8,1,1,1,300.7063829787234,226.53191489361703,0,1
8,2,1,1,316.5592105263158,237.40131578947367,0,2
8,3,1,1,281.84982935153585,247.23890784982936,0,3
8,4,1,1,300.2405498281787,262.9209621993127,0,4
8,5,1,1,316.18045112781954,263.16541353383457,0,5
8,6,1,1,264.0144578313253,292.5831325301205,0,6
8,7,1,1,298.83590733590734,303.5212355212355,0,7
8,8,1,1,337.7860262008734,287.117903930131,0,8
8,9,1,1,321.56626506024094,300.12048192771084,0,9
8,10,1,1,307.26984126984127,285.984126984127,0,10
8,11,1,1,285.88607594936707,310.873417721519,0,11
8,12,1,1,352.3302752293578,299.7798165137615,0,12
8,13,1,1,336.2,307.7875,0,13
8,14,1,1,350.725,320.34583333333336,0,14
8,15,1,1,282.40201005025125,347.11557788944725,0,15
8,16,1,1,326.5153374233129,340.10122699386505,0,16
8,17,1,1,303.38823529411764,361.18529411764706,0,17
8,18,1,1,331.685552407932,358.3371104815864,0,18
9,1,1,1,228.0,165.984,0,1
9,2,1,1,242.57111111111112,191.46666666666667,0,2
9,3,1,1,206.46504559270517,191.33130699088147,0,3
9,4,1,1,225.86885245901638,181.14754098360655,0,4
9,5,1,1,223.4875,194.775,0,5
9,6,1,1,226.95675675675676,218.55135135135134,0,6
9,7,1,1,214.99272727272728,229.0981818181818,0,7
9,8,1,1,186.87234042553192,238.1725768321513,0,8
9,9,1,1,264.28968253968253,233.58333333333334,0,9
9,10,1,1,248.3232044198895,249.292817679558,0,10
9,11,1,1,232.6888888888889,236.0888888888889,0,11
9,12,1,1,210.0,257.24035608308606,0,12
9,13,1,1,279.47058823529414,243.4607843137255,0,13
9,14,1,1,230.70863309352518,268.841726618705,0,14
9,15,1,1,279.09708737864077,255.76699029126215,0,15
9,16,1,1,263.6027397260274,255.63013698630138,0,16
9,17,1,1,199.43055555555554,271.125,0,17
9,18,1,1,278.4166666666667,270.84615384615387,0,18
9,19,1,1,253.05523255813952,288.34302325581393,0,19
9,20,1,1,258.89516129032256,305.3467741935484,0,20
9,21,1,1,228.9193083573487,310.69452449567723,0,21
9,22,1,1,214.37730061349694,316.0552147239264,0,22
10,1,1,1,262.44407894736844,179.0065789473684,0,1
10,2,1,1,245.3524096385542,185.36746987951807,0,2
10,3,1,1,227.73456790123456,191.2314814814815,0,3
10,4,1,1,265.69849246231155,209.1859296482412,0,4
10,5,1,1,236.44366197183098,229.96830985915494,0,5
10,6,1,1,251.94915254237287,232.67457627118645,0,6
10,7,1,1,282.87728459530024,238.36292428198433,0,7
10,8,1,1,208.15489749430523,239.82915717539862,0,8
10,9,1,1,267.57963446475196,254.98955613577024,0,9
10,10,1,1,299.1151079136691,245.70503597122303,0,10
10,11,1,1,224.5793650793651,248.96825396825398,0,11
10,12,1,1,300.1106719367589,268.64426877470356,0,12
10,13,1,1,216.86875,276.196875,0,13
10,14,1,1,231.6113537117904,272.6637554585153,0,14
10,15,1,1,250.3,276.7785714285714,0,15
10,16,1,1,274.44591029023746,293.1767810026385,0,16
10,17,1,1,280.33419023136247,310.38303341902315,0,17
10,18,1,1,249.203125,321.0703125,0,18
10,19,1,1,231.13684210526316,305.7684210526316,0,19
10,20,1,1,235.26470588235293,328.06302521008405,0,20
11,1,1,1,255.68456375838926,170.41610738255034,0,1
11,2,1,1,241.8567415730337,181.84831460674158,0,2
11,3,1,1,223.72364672364674,182.5185185185185,0,3
11,4,1,1,260.9288537549407,203.11462450592884,0,4
11,5,1,1,277.7172131147541,217.87704918032787,0,5
11,6,1,1,232.20065789473685,227.125,0,6
11,7,1,1,202.31392931392932,234.32640332640332,0,7
11,8,1,1,246.72955974842768,234.05974842767296,0,8
11,9,1,1,261.6738095238095,256.65238095238095,0,9
11,10,1,1,293.86619718309856,235.71830985915494,0,10
11,11,1,1,278.8034682080925,246.95375722543352,0,11
11,12,1,1,221.08374384236453,262.29802955665025,0,12
11,13,1,1,295.72202166064983,259.956678700361,0,13
11,14,1,1,206.03053435114504,259.46564885496184,0,14
11,15,1,1,242.10223642172525,278.11182108626195,0,15
11,16,1,1,269.15602836879435,292.16784869976357,0,16
11,17,1,1,209.5837104072398,282.7647058823529,0,17
11,18,1,1,277.1888111888112,306.7902097902098,0,18
11,19,1,1,243.96521739130435,324.82608695652175,0,19
11,20,1,1,227.90425531914894,322.8031914893617,0,20
12,1,1,1,253.13225806451612,162.14193548387098,0,1
12,2,1,1,241.8176943699732,177.2117962466488,0,2
12,3,1,1,221.843537414966,164.44897959183675,0,3
12,4,1,1,229.12690355329948,186.38071065989848,0,4
12,5,1,1,262.6190476190476,199.89115646258503,0,5
12,6,1,1,280.44357976653697,207.12451361867704,0,6
12,7,1,1,203.59701492537314,228.19402985074626,0,7
12,8,1,1,234.39349112426035,228.86094674556213,0,8
12,9,1,1,249.05913978494624,234.6209677419355,0,9
12,10,1,1,262.67561983471074,257.9690082644628,0,10
12,11,1,1,296.6681034482759,237.53879310344828,0,11
12,12,1,1,219.62447257383965,241.831223628692,0,12
12,13,1,1,279.95416666666665,242.30416666666667,0,13
12,14,1,1,206.56969696969696,258.1333333333333,0,14
12,15,1,1,296.8841201716738,264.18884120171674,0,15
12,16,1,1,222.73529411764707,276.78921568627453,0,16
12,17,1,1,243.04249291784703,283.77053824362605,0,17
12,18,1,1,270.8965517241379,295.95943204868155,0,18
12,19,1,1,208.17872340425532,284.83404255319147,0,19
12,20,1,1,287.8686440677966,295.8601694915254,0,20
12,21,1,1,239.55309734513276,311.2345132743363,0,21
12,22,1,1,229.18625277161863,326.34811529933484,0,22
12,23,1,1,270.75390625,330.33984375,0,23
12,24,1,1,251.23166023166024,343.6332046332046,0,24
13,1,1,1,251.74539877300614,156.61656441717793,0,1
13,2,1,1,228.97520661157026,148.47107438016528,0,2
13,3,1,1,219.6742857142857,161.04,0,3
13,4,1,1,236.97530864197532,160.87654320987653,0,4
13,5,1,1,248.8564814814815,184.38888888888889,0,5
13,6,1,1,231.38536585365853,183.6,0,6
13,7,1,1,268.80689655172415,196.7793103448276,0,7
13,8,1,1,285.4765342960289,200.31046931407943,0,8
13,9,1,1,215.06425702811245,202.10441767068272,0,9
13,10,1,1,238.5326086956522,224.95652173913044,0,10
13,11,1,1,225.10188679245283,219.78490566037735,0,11
13,12,1,1,251.54135338345864,232.02756892230576,0,12
13,13,1,1,298.4076923076923,233.54615384615386,0,13
13,14,1,1,198.95804195804195,238.020979020979,0,14
13,15,1,1,262.8228571428571,261.83809523809526,0,15
13,16,1,1,279.9365671641791,239.455223880597,0,16
13,17,1,1,206.42127659574467,269.34893617021277,0,17
13,18,1,1,297.20661157024796,262.301652892562,0,18
13,19,1,1,221.5252100840336,267.3067226890756,0,19
13,20,1,1,246.27568922305764,291.17293233082705,0,20
13,21,1,1,279.6516393442623,279.63524590163934,0,21
13,22,1,1,290.76785714285717,298.69642857142856,0,22
13,23,1,1,235.78602620087335,301.69868995633186,0,23
13,24,1,1,228.5811088295688,321.6652977412731,0,24
13,25,1,1,269.61347517730496,318.6418439716312,0,25
13,26,1,1,277.15034965034965,336.96153846153845,0,26
13,27,1,1,252.40076335877862,340.0267175572519,0,27
14,1,1,1,216.07843137254903,139.59803921568627,0,1
14,2,1,1,252.93783783783783,156.23243243243243,0,2
14,3,1,1,208.11428571428573,152.8734693877551,0,3
14,4,1,1,227.46099290780143,150.3404255319149,0,4
14,5,1,1,227.41538461538462,174.81025641025641,0,5
14,6,1,1,249.35714285714286,174.76190476190476,0,6
14,7,1,1,273.47169811320754,185.47798742138366,0,7
14,8,1,1,288.83660130718954,185.83006535947712,0,8
14,9,1,1,214.34439834024897,199.97510373443984,0,9
14,10,1,1,244.17880794701986,195.35099337748343,0,10
14,11,1,1,225.7753623188406,212.34782608695653,0,11
14,12,1,1,256.83417085427135,206.70854271356785,0,12
14,13,1,1,287.32167832167835,203.9090909090909,0,13
14,14,1,1,271.12582781456956,206.90066225165563,0,14
14,15,1,1,237.84773662551441,221.9588477366255,0,15
14,16,1,1,297.16346153846155,220.79807692307693,0,16
14,17,1,1,280.758389261745,238.70805369127515,0,17
14,18,1,1,200.679180887372,239.42662116040955,0,18
14,19,1,1,250.8640776699029,241.8252427184466,0,19
14,20,1,1,265.29333333333335,242.52,0,20
14,21,1,1,297.72857142857146,235.4,0,21
14,22,1,1,207.5080971659919,271.2186234817814,0,22
14,23,1,1,223.76061776061775,262.5405405405405,0,23
14,24,1,1,292.1089494163424,260.4824902723735,0,24
14,25,1,1,241.69897959183675,272.2295918367347,0,25
14,26,1,1,261.4594594594595,285.54354354354354,0,26
14,27,1,1,275.6228956228956,280.7542087542088,0,27
14,28,1,1,236.04905660377358,300.09056603773587,0,28
14,29,1,1,295.20552147239266,301.84662576687117,0,29
14,30,1,1,221.9015748031496,303.78740157480314,0,30
14,31,1,1,252.43859649122808,307.2061403508772,0,31
14,32,1,1,272.49032258064517,321.1258064516129,0,32
14,33,1,1,277.904593639576,337.85865724381625,0,33
14,34,1,1,234.1635687732342,341.1078066914498,0,34
14,35,1,1,250.90357142857144,343.3285714285714,0,35
15,1,1,1,213.996336996337,146.32967032967034,0,1
15,2,1,1,250.48548812664907,152.0052770448549,0,2
15,3,1,1,195.3148148148148,151.22962962962964,0,3
15,4,1,1,249.45019920318725,168.44621513944224,0,4
15,5,1,1,222.9857142857143,174.06190476190477,0,5
15,6,1,1,272.26216216216216,192.38378378378377,0,6
15,7,1,1,287.8396501457726,192.24489795918367,0,7
15,8,1,1,242.47663551401868,191.8271028037383,0,8
15,9,1,1,213.13333333333333,201.96666666666667,0,9
15,10,1,1,256.0224215246637,201.1659192825112,0,10
15,11,1,1,226.05228758169935,213.34967320261438,0,11
15,12,1,1,239.0,224.4513274336283,0,12
15,13,1,1,297.7482269503546,229.76241134751774,0,13
15,14,1,1,281.49152542372883,230.32203389830508,0,14
15,15,1,1,251.27459016393442,241.89344262295083,0,15
15,16,1,1,199.91076923076923,244.52307692307693,0,16
15,17,1,1,265.68301886792455,243.79622641509434,0,17
15,18,1,1,211.06392694063928,254.9406392694064,0,18
15,19,1,1,280.01851851851853,251.35185185185185,0,19
15,20,1,1,225.7377049180328,261.48196721311473,0,20
15,21,1,1,292.34397163120565,264.0425531914894,0,21
15,22,1,1,242.8507462686567,276.3731343283582,0,22
15,23,1,1,258.00502512562815,278.8542713567839,0,23
15,24,1,1,275.0460122699387,286.4355828220859,0,24
15,25,1,1,203.0,293.0633802816901,0,25
15,26,1,1,233.09473684210528,296.8421052631579,0,26
15,27,1,1,219.70281124497993,303.8955823293173,0,27
15,28,1,1,294.09411764705885,307.6823529411765,0,28
15,29,1,1,264.2977528089888,306.0280898876405,0,29
15,30,1,1,252.4959677419355,316.4032258064516,0,30
15,31,1,1,272.0973451327434,332.5457227138643,0,31
15,32,1,1,247.2097902097902,344.2027972027972,0,32
15,33,1,1,231.7237762237762,344.5699300699301,0,33
15,34,1,1,279.25632911392404,348.9177215189873,0,34
16,1,1,1,207.11111111111111,140.4967320261438,0,1
16,2,1,1,236.08823529411765,146.70098039215685,0,2
16,3,1,1,195.57831325301206,150.33734939759037,0,3
16,4,1,1,219.5921052631579,156.7434210526316,0,4
16,5,1,1,264.8018867924528,159.16509433962264,0,5
16,6,1,1,205.36,162.93,0,6
16,7,1,1,250.1615120274914,168.18556701030928,0,7
16,8,1,1,274.5388235294118,193.47058823529412,0,8
16,9,1,1,221.13765182186233,177.1093117408907,0,9
16,10,1,1,291.3989501312336,193.6509186351706,0,10
16,11,1,1,243.39574468085107,191.99148936170212,0,11
16,12,1,1,256.3905579399142,200.57939914163092,0,12
16,13,1,1,228.5771812080537,196.1476510067114,0,13
16,14,1,1,212.46712802768167,209.5051903114187,0,14
16,15,1,1,226.75690607734808,218.27624309392266,0,15
16,16,1,1,301.5816326530612,229.1122448979592,0,16
16,17,1,1,241.83856502242153,231.47533632286996,0,17
16,18,1,1,286.3791208791209,234.04945054945054,0,18
16,19,1,1,256.85185185185185,244.28148148148148,0,19
16,20,1,1,271.47222222222223,248.21180555555554,0,20
16,21,1,1,201.74785100286533,250.36962750716333,0,21
16,22,1,1,218.53497942386832,255.51440329218107,0,22
16,23,1,1,286.07462686567163,258.4378109452736,0,23
16,24,1,1,300.01623376623377,267.01623376623377,0,24
16,25,1,1,227.58610271903322,267.3081570996979,0,25
16,26,1,1,201.84330484330485,288.75783475783476,0,26
16,27,1,1,247.79591836734693,283.9591836734694,0,27
16,28,1,1,262.6029411764706,284.8382352941176,0,28
16,29,1,1,279.076,291.836,0,29
16,30,1,1,237.23762376237624,300.34323432343234,0,30
16,31,1,1,220.88888888888889,294.44444444444446,0,31
16,32,1,1,299.9472222222222,314.35,0,32
16,33,1,1,224.86559139784947,313.8763440860215,0,33
16,34,1,1,258.51624548736464,327.1949458483754,0,34
16,35,1,1,270.95375722543355,320.3179190751445,0,35
16,36,1,1,284.0408163265306,313.5408163265306,0,36
16,37,1,1,277.412987012987,347.3766233766234,0,37
16,38,1,1,249.58441558441558,352.487012987013,0,38
16,39,1,1,232.05042016806723,338.4873949579832,0,39
16,40,1,1,287.7,358.55,0,40
16,41,1,1,235.9170731707317,359.01951219512193,0,41
17,1,1,1,201.48,134.475,0,1
17,2,1,1,227.55803571428572,139.75892857142858,0,2
17,3,1,1,190.5568862275449,145.33532934131736,0,3
17,4,1,1,259.7130434782609,151.4304347826087,0,4
17,5,1,1,213.0909090909091,154.70454545454547,0,5
17,6,1,1,233.42758620689656,157.40689655172415,0,6
17,7,1,1,198.75,160.2314814814815,0,7
17,8,1,1,253.45731707317074,164.58536585365854,0,8
17,9,1,1,277.3872340425532,170.6595744680851,0,9
17,10,1,1,288.908256880734,187.0045871559633,0,10
17,11,1,1,218.98818897637796,173.62992125984252,0,11
17,12,1,1,241.22088353413653,188.72289156626505,0,12
17,13,1,1,254.24313725490197,195.1764705882353,0,13
17,14,1,1,224.77105263157895,209.17368421052632,0,14
17,15,1,1,209.6038961038961,207.63636363636363,0,15
17,16,1,1,266.56542056074767,204.5,0,16
17,17,1,1,300.8664596273292,225.03416149068323,0,17
17,18,1,1,239.70078740157481,231.21653543307087,0,18
17,19,1,1,285.6530612244898,229.8826530612245,0,19
17,20,1,1,255.40540540540542,243.57432432432432,0,20
17,21,1,1,270.69436201780417,248.40356083086053,0,21
17,22,1,1,193.7109375,249.140625,0,22
17,23,1,1,266.3333333333333,238.33333333333334,0,23
17,24,1,1,213.71268656716418,254.2537313432836,0,24
17,25,1,1,302.0,265.0205278592375,0,25
17,26,1,1,287.54040404040404,261.1161616161616,0,26
17,27,1,1,223.8513931888545,265.9721362229102,0,27
17,28,1,1,196.71352785145888,286.0424403183024,0,28
17,29,1,1,247.37333333333333,284.7111111111111,0,29
17,30,1,1,261.90582959641256,287.7488789237668,0,30
17,31,1,1,233.42948717948718,285.70512820512823,0,31
17,32,1,1,279.50383631713555,303.10997442455243,0,32
17,33,1,1,219.875,295.62068965517244,0,33
17,34,1,1,296.4450704225352,312.85915492957747,0,34
17,35,1,1,238.0965909090909,314.1818181818182,0,35
17,36,1,1,256.65798045602605,331.6514657980456,0,36
17,37,1,1,223.53398058252426,316.7281553398058,0,37
17,38,1,1,269.9569892473118,327.0430107526882,0,38
17,39,1,1,229.10324483775813,351.63421828908554,0,39
17,40,1,1,244.51875,345.24375,0,40
17,41,1,1,271.76498800959234,358.14868105515586,0,41
17,42,1,1,289.1835106382979,360.4494680851064,0,42
17,43,1,1,241.9543147208122,371.5431472081218,0,43
18,1,1,1,194.86995515695068,124.91479820627802,0,1
18,2,1,1,224.256,131.8,0,2
18,3,1,1,190.36524822695034,144.95744680851064,0,3
18,4,1,1,259.7560975609756,141.2642276422764,0,4
18,5,1,1,209.3,146.64666666666668,0,5
18,6,1,1,282.9803149606299,156.21259842519686,0,6
18,7,1,1,232.62345679012347,150.07407407407408,0,7
18,8,1,1,256.49444444444447,155.61111111111111,0,8
18,9,1,1,288.72340425531917,182.17021276595744,0,9
18,10,1,1,227.07534246575344,165.26027397260273,0,10
18,11,1,1,211.42342342342343,167.51351351351352,0,11
18,12,1,1,242.07116104868913,181.1123595505618,0,12
18,13,1,1,255.24909747292418,186.4404332129964,0,13
18,14,1,1,222.2233009708738,191.5631067961165,0,14
18,15,1,1,208.0408163265306,202.48396501457725,0,15
18,16,1,1,267.53617021276597,193.46808510638297,0,16
18,17,1,1,300.3130990415335,219.79233226837061,0,17
18,18,1,1,241.5,228.52651515151516,0,18
18,19,1,1,225.4559585492228,223.72538860103626,0,19
18,20,1,1,258.178125,237.075,0,20
18,21,1,1,273.65833333333336,238.58333333333334,0,21
18,22,1,1,287.01785714285717,229.70535714285714,0,22
18,23,1,1,190.88361045130642,245.07363420427552,0,23
18,24,1,1,214.634375,251.490625,0,24
18,25,1,1,306.16022099447514,264.00828729281767,0,25
18,26,1,1,290.2987012987013,264.53679653679654,0,26
18,27,1,1,224.86835443037975,263.37215189873416,0,27
18,28,1,1,194.05882352941177,283.55058823529413,0,28
18,29,1,1,258.9917695473251,284.5102880658436,0,29
18,30,1,1,274.07894736842104,285.1842105263158,0,30
18,31,1,1,245.55555555555554,288.51851851851853,0,31
18,32,1,1,229.8961038961039,279.3376623376623,0,32
18,33,1,1,218.09871244635193,293.18454935622316,0,33
18,34,1,1,232.24719101123594,292.5280898876405,0,34
18,35,1,1,295.4478371501272,311.52417302798983,0,35
18,36,1,1,281.4,314.68947368421055,0,36
18,37,1,1,223.78625954198472,316.1679389312977,0,37
18,38,1,1,239.26178010471205,320.9895287958115,0,38
18,39,1,1,268.75233644859816,326.2943925233645,0,39
18,40,1,1,255.43543543543544,339.45045045045043,0,40
18,41,1,1,227.53005464480876,355.8743169398907,0,41
18,42,1,1,282.57142857142856,347.17857142857144,0,42
18,43,1,1,287.4255319148936,365.21749408983453,0,43
18,44,1,1,242.625,348.7083333333333,0,44
18,45,1,1,242.38095238095238,360.9404761904762,0,45
18,46,1,1,260.82608695652175,375.99209486166006,0,46
18,47,1,1,238.19327731092437,386.5924369747899,0,47
19,1,1,1,183.32191780821918,112.5,0,1
19,2,1,1,219.73835125448028,125.08960573476702,0,2
19,3,1,1,192.9298245614035,124.46491228070175,0,3
19,4,1,1,181.21264367816093,134.55747126436782,0,4
19,5,1,1,259.65185185185186,134.4962962962963,0,5
19,6,1,1,203.52469135802468,141.07407407407408,0,6
19,7,1,1,284.4280442804428,148.93726937269372,0,7
19,8,1,1,242.54712041884818,145.57853403141362,0,8
19,9,1,1,191.6642857142857,151.37142857142857,0,9
19,10,1,1,289.4384328358209,176.33582089552237,0,10
19,11,1,1,221.24825174825176,160.28321678321677,0,11
19,12,1,1,242.81150159744408,176.24281150159743,0,12
19,13,1,1,256.2457912457912,181.5185185185185,0,13
19,14,1,1,223.03658536585365,185.5731707317073,0,14
19,15,1,1,267.6792452830189,189.03396226415094,0,15
19,16,1,1,205.6266318537859,200.644908616188,0,16
19,17,1,1,301.05919003115264,218.70093457943926,0,17
19,18,1,1,238.85308056872037,218.59715639810426,0,18
19,19,1,1,223.88625592417063,222.86729857819904,0,19
19,20,1,1,260.2176470588235,234.98529411764707,0,20
19,21,1,1,276.5933014354067,238.23923444976077,0,21
19,22,1,1,288.86324786324786,228.75641025641025,0,22
19,23,1,1,189.07311827956988,243.03655913978494,0,23
19,24,1,1,246.3827160493827,237.12345679012347,0,24
19,25,1,1,213.1878612716763,250.73410404624278,0,25
19,26,1,1,299.94573643410854,260.6782945736434,0,26
19,27,1,1,312.5064267352185,270.08997429305913,0,27
19,28,1,1,226.3160173160173,261.5021645021645,0,28
19,29,1,1,192.46072186836517,284.63057324840764,0,29
19,30,1,1,260.4779661016949,284.0169491525424,0,30
19,31,1,1,246.28776978417267,288.2482014388489,0,31
19,32,1,1,274.9236947791165,284.51807228915663,0,32
19,33,1,1,231.76666666666668,278.05555555555554,0,33
19,34,1,1,218.77727272727273,290.3727272727273,0,34
19,35,1,1,294.2756264236902,311.74259681093395,0,35
19,36,1,1,232.93939393939394,293.47474747474746,0,36
19,37,1,1,222.81218274111674,318.79187817258884,0,37
19,38,1,1,280.57456140350877,322.9868421052632,0,38
19,39,1,1,238.3066037735849,324.5141509433962,0,39
19,40,1,1,267.4396551724138,329.9353448275862,0,40
19,41,1,1,253.46745562130178,329.7573964497041,0,41
19,42,1,1,223.10454545454544,367.50454545454545,0,42
19,43,1,1,298.3807692307692,354.7307692307692,0,43
19,44,1,1,253.28773584905662,358.4056603773585,0,44
19,45,1,1,278.2295081967213,356.47131147540983,0,45
19,46,1,1,239.41326530612244,361.3520408163265,0,46
19,47,1,1,275.7456140350877,383.92105263157896,0,47
19,48,1,1,254.21875,390.3333333333333,0,48
19,49,1,1,233.57551020408164,395.36326530612246,0,49
